Student{name='Иля', secondName='Второй', midleName='Герасимович', FIO='Иля Второй Герасимович', assessment=9.999121669888897}
Student{name='Вика', secondName='Седьмой', midleName='Никитич', FIO='Вика Седьмой Никитич', assessment=9.282525121394334}
Student{name='Полина', secondName='Пятый', midleName='Никитич', FIO='Полина Пятый Никитич', assessment=9.281388191365474}
Student{name='Ваня', secondName='Третий', midleName='Александрович', FIO='Ваня Третий Александрович', assessment=9.27953320766974}
Student{name='Кирилл', secondName='Первый', midleName='Никитич', FIO='Кирилл Первый Никитич', assessment=9.2792963586749}
Student{name='Аркадий', secondName='Четвертый', midleName='Инокентьевич', FIO='Аркадий Четвертый Инокентьевич', assessment=9.278352276227702}
Student{name='Иля', secondName='Третий', midleName='Герасимович', FIO='Иля Третий Герасимович', assessment=9.278347150516078}
Student{name='Иля', secondName='Четвертый', midleName='Никитич', FIO='Иля Четвертый Никитич', assessment=9.275453756316244}
Student{name='Кирилл', secondName='Первый', midleName='Cергеевич', FIO='Кирилл Первый Cергеевич', assessment=9.275161853635725}
Student{name='Буся', secondName='Первый', midleName='Никитич', FIO='Буся Первый Никитич', assessment=9.274167786347837}
Student{name='Кирилл', secondName='Третий', midleName='Абрамович', FIO='Кирилл Третий Абрамович', assessment=9.27299190384997}
Student{name='Вика', secondName='Первый', midleName='Ильич', FIO='Вика Первый Ильич', assessment=9.271920882059687}
Student{name='Ваня', secondName='Девятый', midleName='Инокентьевич', FIO='Ваня Девятый Инокентьевич', assessment=9.271341495090173}
Student{name='Иля', secondName='Четвертый', midleName='Герасимович', FIO='Иля Четвертый Герасимович', assessment=9.271327323640575}
Student{name='Смоук', secondName='Первый', midleName='Александрович', FIO='Смоук Первый Александрович', assessment=9.269140675006138}
Student{name='Алина', secondName='Второй', midleName='Никитич', FIO='Алина Второй Никитич', assessment=9.268816974470749}
Student{name='Болт', secondName='Восьмой', midleName='Cергеевич', FIO='Болт Восьмой Cергеевич', assessment=9.268589995371272}
Student{name='Кирилл', secondName='Третий', midleName='Никитич', FIO='Кирилл Третий Никитич', assessment=9.266876576920744}
Student{name='Кирилл', secondName='Восьмой', midleName='Никитич', FIO='Кирилл Восьмой Никитич', assessment=9.266096951914069}
Student{name='Смоук', secondName='Седьмой', midleName='Никитич', FIO='Смоук Седьмой Никитич', assessment=9.264069365937242}
Student{name='Болт', secondName='Первый', midleName='Инокентьевич', FIO='Болт Первый Инокентьевич', assessment=9.262228276264446}
Student{name='Полина', secondName='Первый', midleName='Викторович', FIO='Полина Первый Викторович', assessment=9.260629352132401}
Student{name='Буся', secondName='Первый', midleName='Ильич', FIO='Буся Первый Ильич', assessment=9.258294822978176}
Student{name='Ваня', secondName='Девятый', midleName='Никитич', FIO='Ваня Девятый Никитич', assessment=9.25693527174995}
Student{name='Буся', secondName='Второй', midleName='Инокентьевич', FIO='Буся Второй Инокентьевич', assessment=9.256563781972972}
Student{name='Полина', secondName='Второй', midleName='Абрамович', FIO='Полина Второй Абрамович', assessment=9.256541443663105}
Student{name='Алина', secondName='Пятый', midleName='Абрамович', FIO='Алина Пятый Абрамович', assessment=9.256443756515706}
Student{name='Буся', secondName='Седьмой', midleName='Никитич', FIO='Буся Седьмой Никитич', assessment=9.255060169878465}
Student{name='Буся', secondName='Пятый', midleName='Ильич', FIO='Буся Пятый Ильич', assessment=9.254951451747836}
Student{name='Иля', secondName='Первый', midleName='Никитич', FIO='Иля Первый Никитич', assessment=9.252200233143352}
Student{name='Буся', secondName='Шестой', midleName='Ильич', FIO='Буся Шестой Ильич', assessment=9.251564741126733}
Student{name='Аркадий', secondName='Седьмой', midleName='Викторович', FIO='Аркадий Седьмой Викторович', assessment=9.251208729865674}
Student{name='Кирилл', secondName='Девятый', midleName='Герасимович', FIO='Кирилл Девятый Герасимович', assessment=9.248200421096449}
Student{name='Буся', secondName='Пятый', midleName='Абрамович', FIO='Буся Пятый Абрамович', assessment=9.247184142763988}
Student{name='Полина', secondName='Пятый', midleName='Герасимович', FIO='Полина Пятый Герасимович', assessment=9.24638443846532}
Student{name='Смоук', secondName='Первый', midleName='Ильич', FIO='Смоук Первый Ильич', assessment=9.24626674622015}
Student{name='Аркадий', secondName='Восьмой', midleName='Ильич', FIO='Аркадий Восьмой Ильич', assessment=9.246089642094262}
Student{name='Смоук', secondName='Шестой', midleName='Александрович', FIO='Смоук Шестой Александрович', assessment=9.245395578288031}
Student{name='Болт', secondName='Пятый', midleName='Герасимович', FIO='Болт Пятый Герасимович', assessment=9.244677397173595}
Student{name='Алина', secondName='Второй', midleName='Викторович', FIO='Алина Второй Викторович', assessment=9.243707496930316}
Student{name='Ваня', secondName='Третий', midleName='Инокентьевич', FIO='Ваня Третий Инокентьевич', assessment=9.242259891543599}
Student{name='Полина', secondName='Седьмой', midleName='Cергеевич', FIO='Полина Седьмой Cергеевич', assessment=9.241972267756474}
Student{name='Болт', secondName='Третий', midleName='Александрович', FIO='Болт Третий Александрович', assessment=9.240955780953898}
Student{name='Аркадий', secondName='Первый', midleName='Абрамович', FIO='Аркадий Первый Абрамович', assessment=9.240464929614472}
Student{name='Вика', secondName='Первый', midleName='Викторович', FIO='Вика Первый Викторович', assessment=9.238757605996057}
Student{name='Кирилл', secondName='Третий', midleName='Никитич', FIO='Кирилл Третий Никитич', assessment=9.238097744548723}
Student{name='Алина', secondName='Второй', midleName='Викторович', FIO='Алина Второй Викторович', assessment=9.237836597308542}
Student{name='Кирилл', secondName='Четвертый', midleName='Никитич', FIO='Кирилл Четвертый Никитич', assessment=9.237198680810103}
Student{name='Буся', secondName='Восьмой', midleName='Инокентьевич', FIO='Буся Восьмой Инокентьевич', assessment=9.235214378123416}
Student{name='Аркадий', secondName='Девятый', midleName='Абрамович', FIO='Аркадий Девятый Абрамович', assessment=9.233099874904457}
Student{name='Аркадий', secondName='Второй', midleName='Ильич', FIO='Аркадий Второй Ильич', assessment=9.231802747039742}
Student{name='Иля', secondName='Шестой', midleName='Александрович', FIO='Иля Шестой Александрович', assessment=9.231131659678804}
Student{name='Алина', secondName='Пятый', midleName='Cергеевич', FIO='Алина Пятый Cергеевич', assessment=9.230800834411882}
Student{name='Буся', secondName='Седьмой', midleName='Никитич', FIO='Буся Седьмой Никитич', assessment=9.227633556114988}
Student{name='Кирилл', secondName='Восьмой', midleName='Герасимович', FIO='Кирилл Восьмой Герасимович', assessment=9.227328243346784}
Student{name='Полина', secondName='Седьмой', midleName='Абрамович', FIO='Полина Седьмой Абрамович', assessment=9.22517539758664}
Student{name='Кирилл', secondName='Первый', midleName='Инокентьевич', FIO='Кирилл Первый Инокентьевич', assessment=9.224638633039937}
Student{name='Буся', secondName='Восьмой', midleName='Абрамович', FIO='Буся Восьмой Абрамович', assessment=9.224455414386197}
Student{name='Ваня', secondName='Шестой', midleName='Герасимович', FIO='Ваня Шестой Герасимович', assessment=9.223777135215984}
Student{name='Ваня', secondName='Первый', midleName='Абрамович', FIO='Ваня Первый Абрамович', assessment=9.223704082928117}
Student{name='Ваня', secondName='Четвертый', midleName='Александрович', FIO='Ваня Четвертый Александрович', assessment=9.222804321355856}
Student{name='Аркадий', secondName='Шестой', midleName='Никитич', FIO='Аркадий Шестой Никитич', assessment=9.221862413295703}
Student{name='Ваня', secondName='Первый', midleName='Инокентьевич', FIO='Ваня Первый Инокентьевич', assessment=9.221780370189489}
Student{name='Буся', secondName='Восьмой', midleName='Ильич', FIO='Буся Восьмой Ильич', assessment=9.221020587196726}
Student{name='Алина', secondName='Девятый', midleName='Ильич', FIO='Алина Девятый Ильич', assessment=9.218207099626843}
Student{name='Полина', secondName='Четвертый', midleName='Ильич', FIO='Полина Четвертый Ильич', assessment=9.216639873248072}
Student{name='Полина', secondName='Пятый', midleName='Cергеевич', FIO='Полина Пятый Cергеевич', assessment=9.215705656609915}
Student{name='Смоук', secondName='Девятый', midleName='Никитич', FIO='Смоук Девятый Никитич', assessment=9.215618058275819}
Student{name='Болт', secondName='Девятый', midleName='Ильич', FIO='Болт Девятый Ильич', assessment=9.214868616196538}
Student{name='Ваня', secondName='Седьмой', midleName='Никитич', FIO='Ваня Седьмой Никитич', assessment=9.213942412016278}
Student{name='Болт', secondName='Четвертый', midleName='Ильич', FIO='Болт Четвертый Ильич', assessment=9.21283371404214}
Student{name='Вика', secondName='Девятый', midleName='Александрович', FIO='Вика Девятый Александрович', assessment=9.212156988673161}
Student{name='Кирилл', secondName='Пятый', midleName='Cергеевич', FIO='Кирилл Пятый Cергеевич', assessment=9.211247235100346}
Student{name='Вика', secondName='Второй', midleName='Никитич', FIO='Вика Второй Никитич', assessment=9.210547705273035}
Student{name='Смоук', secondName='Девятый', midleName='Викторович', FIO='Смоук Девятый Викторович', assessment=9.209902782064244}
Student{name='Аркадий', secondName='Седьмой', midleName='Герасимович', FIO='Аркадий Седьмой Герасимович', assessment=9.208813302556816}
Student{name='Кирилл', secondName='Четвертый', midleName='Инокентьевич', FIO='Кирилл Четвертый Инокентьевич', assessment=9.208260035826285}
Student{name='Аркадий', secondName='Третий', midleName='Викторович', FIO='Аркадий Третий Викторович', assessment=9.207074439898758}
Student{name='Вика', secondName='Седьмой', midleName='Герасимович', FIO='Вика Седьмой Герасимович', assessment=9.206971932886592}
Student{name='Иля', secondName='Третий', midleName='Ильич', FIO='Иля Третий Ильич', assessment=9.206849144485135}
Student{name='Кирилл', secondName='Восьмой', midleName='Викторович', FIO='Кирилл Восьмой Викторович', assessment=9.20566397288461}
Student{name='Смоук', secondName='Четвертый', midleName='Никитич', FIO='Смоук Четвертый Никитич', assessment=9.204436594215528}
Student{name='Буся', secondName='Первый', midleName='Инокентьевич', FIO='Буся Первый Инокентьевич', assessment=9.20128687249743}
Student{name='Ваня', secondName='Девятый', midleName='Викторович', FIO='Ваня Девятый Викторович', assessment=9.199894492998549}
Student{name='Смоук', secondName='Седьмой', midleName='Викторович', FIO='Смоук Седьмой Викторович', assessment=9.198917803924537}
Student{name='Болт', secondName='Седьмой', midleName='Абрамович', FIO='Болт Седьмой Абрамович', assessment=9.197298529262582}
Student{name='Аркадий', secondName='Девятый', midleName='Абрамович', FIO='Аркадий Девятый Абрамович', assessment=9.19678422893883}
Student{name='Буся', secondName='Пятый', midleName='Абрамович', FIO='Буся Пятый Абрамович', assessment=9.193117655598527}
Student{name='Иля', secondName='Четвертый', midleName='Абрамович', FIO='Иля Четвертый Абрамович', assessment=9.190796377668253}
Student{name='Иля', secondName='Девятый', midleName='Ильич', FIO='Иля Девятый Ильич', assessment=9.190144234546286}
Student{name='Ваня', secondName='Седьмой', midleName='Cергеевич', FIO='Ваня Седьмой Cергеевич', assessment=9.190068149953529}
Student{name='Иля', secondName='Первый', midleName='Никитич', FIO='Иля Первый Никитич', assessment=9.189723981075641}
Student{name='Болт', secondName='Первый', midleName='Инокентьевич', FIO='Болт Первый Инокентьевич', assessment=9.189487650559313}
Student{name='Кирилл', secondName='Четвертый', midleName='Инокентьевич', FIO='Кирилл Четвертый Инокентьевич', assessment=9.189012702491352}
Student{name='Полина', secondName='Пятый', midleName='Инокентьевич', FIO='Полина Пятый Инокентьевич', assessment=9.188916821878308}
Student{name='Кирилл', secondName='Седьмой', midleName='Викторович', FIO='Кирилл Седьмой Викторович', assessment=9.188864729861427}
Student{name='Болт', secondName='Второй', midleName='Абрамович', FIO='Болт Второй Абрамович', assessment=9.18830036351777}
Student{name='Полина', secondName='Пятый', midleName='Инокентьевич', FIO='Полина Пятый Инокентьевич', assessment=9.18791434838884}
Student{name='Кирилл', secondName='Седьмой', midleName='Абрамович', FIO='Кирилл Седьмой Абрамович', assessment=9.185857646457226}
Student{name='Ваня', secondName='Четвертый', midleName='Ильич', FIO='Ваня Четвертый Ильич', assessment=9.18548588180813}
Student{name='Буся', secondName='Первый', midleName='Герасимович', FIO='Буся Первый Герасимович', assessment=9.184649711308397}
Student{name='Вика', secondName='Восьмой', midleName='Герасимович', FIO='Вика Восьмой Герасимович', assessment=9.184533265432428}
Student{name='Полина', secondName='Седьмой', midleName='Викторович', FIO='Полина Седьмой Викторович', assessment=9.182341098011426}
Student{name='Полина', secondName='Седьмой', midleName='Ильич', FIO='Полина Седьмой Ильич', assessment=9.181891561209097}
Student{name='Кирилл', secondName='Седьмой', midleName='Александрович', FIO='Кирилл Седьмой Александрович', assessment=9.181133558757203}
Student{name='Смоук', secondName='Первый', midleName='Cергеевич', FIO='Смоук Первый Cергеевич', assessment=9.180832520763063}
Student{name='Смоук', secondName='Четвертый', midleName='Ильич', FIO='Смоук Четвертый Ильич', assessment=9.180543031027895}
Student{name='Алина', secondName='Третий', midleName='Викторович', FIO='Алина Третий Викторович', assessment=9.179312651963418}
Student{name='Смоук', secondName='Пятый', midleName='Ильич', FIO='Смоук Пятый Ильич', assessment=9.178413632148171}
Student{name='Смоук', secondName='Второй', midleName='Ильич', FIO='Смоук Второй Ильич', assessment=9.1771110614961}
Student{name='Иля', secondName='Четвертый', midleName='Никитич', FIO='Иля Четвертый Никитич', assessment=9.176904793863084}
Student{name='Ваня', secondName='Четвертый', midleName='Викторович', FIO='Ваня Четвертый Викторович', assessment=9.176403683336963}
Student{name='Кирилл', secondName='Восьмой', midleName='Викторович', FIO='Кирилл Восьмой Викторович', assessment=9.175381154633046}
Student{name='Болт', secondName='Четвертый', midleName='Никитич', FIO='Болт Четвертый Никитич', assessment=9.174573947613899}
Student{name='Смоук', secondName='Второй', midleName='Ильич', FIO='Смоук Второй Ильич', assessment=9.174147939632594}
Student{name='Аркадий', secondName='Первый', midleName='Ильич', FIO='Аркадий Первый Ильич', assessment=9.17410512205308}
Student{name='Болт', secondName='Девятый', midleName='Инокентьевич', FIO='Болт Девятый Инокентьевич', assessment=9.1729169082692}
Student{name='Полина', secondName='Девятый', midleName='Инокентьевич', FIO='Полина Девятый Инокентьевич', assessment=9.172637005385457}
Student{name='Буся', secondName='Девятый', midleName='Викторович', FIO='Буся Девятый Викторович', assessment=9.172383451915639}
Student{name='Буся', secondName='Первый', midleName='Инокентьевич', FIO='Буся Первый Инокентьевич', assessment=9.169137429914736}
Student{name='Аркадий', secondName='Шестой', midleName='Викторович', FIO='Аркадий Шестой Викторович', assessment=9.168487006735567}
Student{name='Иля', secondName='Третий', midleName='Никитич', FIO='Иля Третий Никитич', assessment=9.167971912109286}
Student{name='Ваня', secondName='Шестой', midleName='Никитич', FIO='Ваня Шестой Никитич', assessment=9.166896695440771}
Student{name='Иля', secondName='Шестой', midleName='Александрович', FIO='Иля Шестой Александрович', assessment=9.16523934417737}
Student{name='Вика', secondName='Шестой', midleName='Александрович', FIO='Вика Шестой Александрович', assessment=9.165234804488607}
Student{name='Иля', secondName='Пятый', midleName='Викторович', FIO='Иля Пятый Викторович', assessment=9.163056668752162}
Student{name='Смоук', secondName='Четвертый', midleName='Ильич', FIO='Смоук Четвертый Ильич', assessment=9.162395250143755}
Student{name='Вика', secondName='Шестой', midleName='Инокентьевич', FIO='Вика Шестой Инокентьевич', assessment=9.161119023903856}
Student{name='Буся', secondName='Восьмой', midleName='Инокентьевич', FIO='Буся Восьмой Инокентьевич', assessment=9.160592633733607}
Student{name='Аркадий', secondName='Седьмой', midleName='Cергеевич', FIO='Аркадий Седьмой Cергеевич', assessment=9.156151089655227}
Student{name='Полина', secondName='Первый', midleName='Викторович', FIO='Полина Первый Викторович', assessment=9.153245667448392}
Student{name='Болт', secondName='Второй', midleName='Абрамович', FIO='Болт Второй Абрамович', assessment=9.15265658600963}
Student{name='Кирилл', secondName='Девятый', midleName='Герасимович', FIO='Кирилл Девятый Герасимович', assessment=9.152496775698385}
Student{name='Ваня', secondName='Второй', midleName='Викторович', FIO='Ваня Второй Викторович', assessment=9.152363310830458}
Student{name='Буся', secondName='Шестой', midleName='Герасимович', FIO='Буся Шестой Герасимович', assessment=9.152216064380015}
Student{name='Иля', secondName='Шестой', midleName='Инокентьевич', FIO='Иля Шестой Инокентьевич', assessment=9.151407291848058}
Student{name='Вика', secondName='Первый', midleName='Александрович', FIO='Вика Первый Александрович', assessment=9.150575880441552}
Student{name='Кирилл', secondName='Девятый', midleName='Cергеевич', FIO='Кирилл Девятый Cергеевич', assessment=9.149005987615267}
Student{name='Буся', secondName='Второй', midleName='Абрамович', FIO='Буся Второй Абрамович', assessment=9.1478484139737}
Student{name='Вика', secondName='Четвертый', midleName='Герасимович', FIO='Вика Четвертый Герасимович', assessment=9.14640049021351}
Student{name='Смоук', secondName='Седьмой', midleName='Герасимович', FIO='Смоук Седьмой Герасимович', assessment=9.145327878519062}
Student{name='Болт', secondName='Девятый', midleName='Инокентьевич', FIO='Болт Девятый Инокентьевич', assessment=9.144475975667191}
Student{name='Кирилл', secondName='Девятый', midleName='Викторович', FIO='Кирилл Девятый Викторович', assessment=9.143820809822659}
Student{name='Иля', secondName='Восьмой', midleName='Абрамович', FIO='Иля Восьмой Абрамович', assessment=9.143402511603053}
Student{name='Аркадий', secondName='Девятый', midleName='Абрамович', FIO='Аркадий Девятый Абрамович', assessment=9.142883836937068}
Student{name='Буся', secondName='Третий', midleName='Викторович', FIO='Буся Третий Викторович', assessment=9.141553693603713}
Student{name='Буся', secondName='Восьмой', midleName='Никитич', FIO='Буся Восьмой Никитич', assessment=9.141042156413704}
Student{name='Алина', secondName='Седьмой', midleName='Абрамович', FIO='Алина Седьмой Абрамович', assessment=9.14103958317481}
Student{name='Смоук', secondName='Девятый', midleName='Ильич', FIO='Смоук Девятый Ильич', assessment=9.139050588529118}
Student{name='Смоук', secondName='Четвертый', midleName='Cергеевич', FIO='Смоук Четвертый Cергеевич', assessment=9.138352946970551}
Student{name='Алина', secondName='Четвертый', midleName='Абрамович', FIO='Алина Четвертый Абрамович', assessment=9.13444776247886}
Student{name='Ваня', secondName='Девятый', midleName='Викторович', FIO='Ваня Девятый Викторович', assessment=9.133530985928505}
Student{name='Буся', secondName='Третий', midleName='Никитич', FIO='Буся Третий Никитич', assessment=9.133514822113872}
Student{name='Вика', secondName='Пятый', midleName='Инокентьевич', FIO='Вика Пятый Инокентьевич', assessment=9.132670549971106}
Student{name='Кирилл', secondName='Первый', midleName='Абрамович', FIO='Кирилл Первый Абрамович', assessment=9.13263042738977}
Student{name='Полина', secondName='Пятый', midleName='Cергеевич', FIO='Полина Пятый Cергеевич', assessment=9.132177846785497}
Student{name='Смоук', secondName='Второй', midleName='Ильич', FIO='Смоук Второй Ильич', assessment=9.12787590747511}
Student{name='Полина', secondName='Седьмой', midleName='Герасимович', FIO='Полина Седьмой Герасимович', assessment=9.126778668280714}
Student{name='Полина', secondName='Первый', midleName='Никитич', FIO='Полина Первый Никитич', assessment=9.126655965904016}
Student{name='Полина', secondName='Первый', midleName='Александрович', FIO='Полина Первый Александрович', assessment=9.12629883912936}
Student{name='Алина', secondName='Девятый', midleName='Герасимович', FIO='Алина Девятый Герасимович', assessment=9.125230737279225}
Student{name='Полина', secondName='Седьмой', midleName='Ильич', FIO='Полина Седьмой Ильич', assessment=9.125024586304095}
Student{name='Аркадий', secondName='Третий', midleName='Викторович', FIO='Аркадий Третий Викторович', assessment=9.12267905367925}
Student{name='Алина', secondName='Шестой', midleName='Александрович', FIO='Алина Шестой Александрович', assessment=9.121332262825}
Student{name='Ваня', secondName='Восьмой', midleName='Cергеевич', FIO='Ваня Восьмой Cергеевич', assessment=9.120053559006001}
Student{name='Иля', secondName='Седьмой', midleName='Никитич', FIO='Иля Седьмой Никитич', assessment=9.119773137182893}
Student{name='Алина', secondName='Первый', midleName='Ильич', FIO='Алина Первый Ильич', assessment=9.119170929429783}
Student{name='Полина', secondName='Второй', midleName='Александрович', FIO='Полина Второй Александрович', assessment=9.117169806178442}
Student{name='Иля', secondName='Шестой', midleName='Викторович', FIO='Иля Шестой Викторович', assessment=9.115688098577385}
Student{name='Кирилл', secondName='Седьмой', midleName='Абрамович', FIO='Кирилл Седьмой Абрамович', assessment=9.11376028281342}
Student{name='Болт', secondName='Шестой', midleName='Cергеевич', FIO='Болт Шестой Cергеевич', assessment=9.113191471758233}
Student{name='Иля', secondName='Девятый', midleName='Инокентьевич', FIO='Иля Девятый Инокентьевич', assessment=9.112715460983534}
Student{name='Кирилл', secondName='Второй', midleName='Абрамович', FIO='Кирилл Второй Абрамович', assessment=9.11264556600659}
Student{name='Смоук', secondName='Шестой', midleName='Абрамович', FIO='Смоук Шестой Абрамович', assessment=9.111796326476167}
Student{name='Буся', secondName='Девятый', midleName='Викторович', FIO='Буся Девятый Викторович', assessment=9.111754768388646}
Student{name='Ваня', secondName='Второй', midleName='Александрович', FIO='Ваня Второй Александрович', assessment=9.109376903150766}
Student{name='Вика', secondName='Седьмой', midleName='Викторович', FIO='Вика Седьмой Викторович', assessment=9.108011599961532}
Student{name='Алина', secondName='Девятый', midleName='Ильич', FIO='Алина Девятый Ильич', assessment=9.107635654620918}
Student{name='Буся', secondName='Третий', midleName='Абрамович', FIO='Буся Третий Абрамович', assessment=9.106305776504767}
Student{name='Иля', secondName='Шестой', midleName='Инокентьевич', FIO='Иля Шестой Инокентьевич', assessment=9.105897227132479}
Student{name='Буся', secondName='Третий', midleName='Александрович', FIO='Буся Третий Александрович', assessment=9.10574682697015}
Student{name='Иля', secondName='Второй', midleName='Герасимович', FIO='Иля Второй Герасимович', assessment=9.10437392594834}
Student{name='Вика', secondName='Шестой', midleName='Ильич', FIO='Вика Шестой Ильич', assessment=9.103821350630499}
Student{name='Ваня', secondName='Первый', midleName='Инокентьевич', FIO='Ваня Первый Инокентьевич', assessment=9.100645741833853}
Student{name='Аркадий', secondName='Третий', midleName='Инокентьевич', FIO='Аркадий Третий Инокентьевич', assessment=9.099916988640613}
Student{name='Иля', secondName='Третий', midleName='Никитич', FIO='Иля Третий Никитич', assessment=9.098601136163039}
Student{name='Аркадий', secondName='Второй', midleName='Викторович', FIO='Аркадий Второй Викторович', assessment=9.095721744847483}
Student{name='Полина', secondName='Девятый', midleName='Абрамович', FIO='Полина Девятый Абрамович', assessment=9.095115764641605}
Student{name='Буся', secondName='Шестой', midleName='Герасимович', FIO='Буся Шестой Герасимович', assessment=9.095109233450234}
Student{name='Буся', secondName='Девятый', midleName='Инокентьевич', FIO='Буся Девятый Инокентьевич', assessment=9.09507961115641}
Student{name='Буся', secondName='Второй', midleName='Ильич', FIO='Буся Второй Ильич', assessment=9.093063557469259}
Student{name='Болт', secondName='Седьмой', midleName='Никитич', FIO='Болт Седьмой Никитич', assessment=9.09278888526783}
Student{name='Алина', secondName='Второй', midleName='Герасимович', FIO='Алина Второй Герасимович', assessment=9.092064810459993}
Student{name='Алина', secondName='Восьмой', midleName='Александрович', FIO='Алина Восьмой Александрович', assessment=9.09084523292425}
Student{name='Алина', secondName='Пятый', midleName='Cергеевич', FIO='Алина Пятый Cергеевич', assessment=9.08980122117396}
Student{name='Буся', secondName='Шестой', midleName='Ильич', FIO='Буся Шестой Ильич', assessment=9.089720520790797}
Student{name='Смоук', secondName='Четвертый', midleName='Герасимович', FIO='Смоук Четвертый Герасимович', assessment=9.085682196727568}
Student{name='Кирилл', secondName='Восьмой', midleName='Никитич', FIO='Кирилл Восьмой Никитич', assessment=9.085673288106356}
Student{name='Вика', secondName='Второй', midleName='Абрамович', FIO='Вика Второй Абрамович', assessment=9.083098212650572}
Student{name='Смоук', secondName='Восьмой', midleName='Инокентьевич', FIO='Смоук Восьмой Инокентьевич', assessment=9.082729687099388}
Student{name='Кирилл', secondName='Седьмой', midleName='Никитич', FIO='Кирилл Седьмой Никитич', assessment=9.078729297882322}
Student{name='Вика', secondName='Второй', midleName='Никитич', FIO='Вика Второй Никитич', assessment=9.0775226242461}
Student{name='Иля', secondName='Шестой', midleName='Инокентьевич', FIO='Иля Шестой Инокентьевич', assessment=9.075901605433566}
Student{name='Ваня', secondName='Четвертый', midleName='Никитич', FIO='Ваня Четвертый Никитич', assessment=9.07582354166415}
Student{name='Иля', secondName='Седьмой', midleName='Cергеевич', FIO='Иля Седьмой Cергеевич', assessment=9.07491815306258}
Student{name='Иля', secondName='Восьмой', midleName='Александрович', FIO='Иля Восьмой Александрович', assessment=9.074691871837956}
Student{name='Полина', secondName='Третий', midleName='Cергеевич', FIO='Полина Третий Cергеевич', assessment=9.073917353879414}
Student{name='Вика', secondName='Второй', midleName='Александрович', FIO='Вика Второй Александрович', assessment=9.072903074644856}
Student{name='Иля', secondName='Шестой', midleName='Cергеевич', FIO='Иля Шестой Cергеевич', assessment=9.07257607634788}
Student{name='Болт', secondName='Первый', midleName='Инокентьевич', FIO='Болт Первый Инокентьевич', assessment=9.072515695836197}
Student{name='Ваня', secondName='Шестой', midleName='Александрович', FIO='Ваня Шестой Александрович', assessment=9.071434737834917}
Student{name='Вика', secondName='Первый', midleName='Герасимович', FIO='Вика Первый Герасимович', assessment=9.068973940131663}
Student{name='Аркадий', secondName='Восьмой', midleName='Александрович', FIO='Аркадий Восьмой Александрович', assessment=9.068247021175429}
Student{name='Кирилл', secondName='Четвертый', midleName='Абрамович', FIO='Кирилл Четвертый Абрамович', assessment=9.067842522977367}
Student{name='Полина', secondName='Четвертый', midleName='Викторович', FIO='Полина Четвертый Викторович', assessment=9.067805625975126}
Student{name='Вика', secondName='Восьмой', midleName='Александрович', FIO='Вика Восьмой Александрович', assessment=9.067295538553875}
Student{name='Буся', secondName='Второй', midleName='Cергеевич', FIO='Буся Второй Cергеевич', assessment=9.067194296683919}
Student{name='Смоук', secondName='Третий', midleName='Викторович', FIO='Смоук Третий Викторович', assessment=9.06714875786369}
Student{name='Иля', secondName='Пятый', midleName='Викторович', FIO='Иля Пятый Викторович', assessment=9.06689701288533}
Student{name='Аркадий', secondName='Седьмой', midleName='Никитич', FIO='Аркадий Седьмой Никитич', assessment=9.066425934946663}
Student{name='Болт', secondName='Пятый', midleName='Cергеевич', FIO='Болт Пятый Cергеевич', assessment=9.065666949640292}
Student{name='Полина', secondName='Восьмой', midleName='Абрамович', FIO='Полина Восьмой Абрамович', assessment=9.064773303569002}
Student{name='Вика', secondName='Третий', midleName='Герасимович', FIO='Вика Третий Герасимович', assessment=9.060638508624594}
Student{name='Кирилл', secondName='Четвертый', midleName='Инокентьевич', FIO='Кирилл Четвертый Инокентьевич', assessment=9.059866932896199}
Student{name='Ваня', secondName='Седьмой', midleName='Cергеевич', FIO='Ваня Седьмой Cергеевич', assessment=9.058796818521312}
Student{name='Ваня', secondName='Седьмой', midleName='Викторович', FIO='Ваня Седьмой Викторович', assessment=9.058474447809063}
Student{name='Иля', secondName='Восьмой', midleName='Ильич', FIO='Иля Восьмой Ильич', assessment=9.058391160042907}
Student{name='Буся', secondName='Первый', midleName='Викторович', FIO='Буся Первый Викторович', assessment=9.058285255825925}
Student{name='Кирилл', secondName='Первый', midleName='Викторович', FIO='Кирилл Первый Викторович', assessment=9.056468809881103}
Student{name='Аркадий', secondName='Восьмой', midleName='Александрович', FIO='Аркадий Восьмой Александрович', assessment=9.056179892725032}
Student{name='Смоук', secondName='Четвертый', midleName='Викторович', FIO='Смоук Четвертый Викторович', assessment=9.052695660070171}
Student{name='Полина', secondName='Седьмой', midleName='Ильич', FIO='Полина Седьмой Ильич', assessment=9.052576975154672}
Student{name='Ваня', secondName='Третий', midleName='Викторович', FIO='Ваня Третий Викторович', assessment=9.051255674307706}
Student{name='Алина', secondName='Четвертый', midleName='Александрович', FIO='Алина Четвертый Александрович', assessment=9.05049717004338}
Student{name='Алина', secondName='Восьмой', midleName='Никитич', FIO='Алина Восьмой Никитич', assessment=9.050425328231128}
Student{name='Кирилл', secondName='Четвертый', midleName='Никитич', FIO='Кирилл Четвертый Никитич', assessment=9.048702376977097}
Student{name='Кирилл', secondName='Первый', midleName='Инокентьевич', FIO='Кирилл Первый Инокентьевич', assessment=9.047248768447773}
